Priceperweek,Population,Monthlyincome,Averageparkingpermonth,Numberofweeklyriders
15,1786194,5800,50,180366
69,1728721,9665,116,121695
34,1763387,5800,50,156799
29,1767692,5800,60,156980
69,1723686,9789,165,120499
39,1759746,5800,100,151859
15,1784585,5800,50,168183
70,1730445,12532,119,128688
52,1756407,7436,112,131480
69,1729645,10587,153,136280
31,1760975,5800,73,156804
56,1739048,8742,84,133406
25,1774459,5800,62,167301
52,1755410,7848,91,146705
69,1726531,11377,120,130758
46,1767348,6251,79,150877
31,1776836,5800,99,153114
53,1744134,7425,106,137270
52,1743775,7220,103,140169
78,1708050,10067,175,116807
16,1783631,5800,54,178438
78,1728634,13291,150,115696
57,1745652,7761,152,140504
60,1740280,9924,155,133169
88,1720915,13645,200,115696
15,1788249,5800,50,176002
36,1766020,5800,50,162583
39,1761993,5800,86,156287
69,1733137,9936,151,127776
51,1744646,8706,111,140359
38,1769980,5800,69,151192
32,1762037,5800,50,156508
52,1745194,8994,107,142457
58,1742243,9136,98,134813
34,1758117,5800,51,153636
44,1759869,6421,103,147508
31,1771748,5800,56,159700
62,1738652,7230,115,133992
34,1768949,5800,53,160767
60,1724485,7981,124,131174
64,1735520,9623,106,131977
43,1762399,5800,71,149485
84,1714089,11530,182,115696
52,1751801,6922,105,145334
54,1748516,8172,103,140137
57,1745288,9943,90,139947
39,1769521,5800,103,151050
32,1763576,5800,50,153049
70,1724971,10075,170,118335
57,1743109,8558,124,135987
59,1742168,9765,107,134519
32,1764147,5800,92,149167
67,1736814,9367,139,131946
79,1728464,8905,120,115696
31,1761385,5985,50,150340
58,1750199,6779,150,139284
49,1747001,8699,126,136821
44,1757086,6321,74,141346
51,1749700,7511,94,151497
27,1778145,5800,50,161295
59,1746213,9460,137,124707
25,1788390,5800,50,166532
38,1758499,5800,60,150118
100,1700284,14471,200,115696
80,1719151,13659,139,115696
66,1741851,10275,159,122177
79,1722355,11964,154,120597
32,1765795,8264,50,153016
15,1783303,5800,50,179734
50,1756042,7866,95,143269
66,1735996,8266,111,120671
82,1715467,13265,165,115696
46,1752719,8672,67,149485
50,1750195,7678,78,146479
58,1756123,9475,127,141353
40,1760675,5800,73,149995
28,1767083,5800,66,151234
53,1740200,8362,118,132045
52,1752127,8933,97,143640
54,1737803,8687,103,146390
35,1770034,5800,69,155061
76,1712906,12522,135,115696
44,1762545,5800,63,153320
47,1756030,7526,93,142664
56,1748258,8413,97,142715
29,1770342,5800,52,170464
58,1753907,7320,104,129419
75,1721646,11580,157,117137
62,1739632,8887,138,132292
51,1745935,8063,128,139724
49,1750061,5800,121,149763
64,1729093,8144,124,126204
64,1736515,9791,137,134304
65,1738055,10268,131,124523
37,1763551,5800,53,151382
15,1795051,5800,50,177182
60,1729175,8134,95,128619
67,1732321,10520,103,123858
86,1714742,12662,200,115696
40,1755156,6793,68,152915
28,1775641,5800,63,170908
85,1709567,12870,133,115696
64,1729602,9506,112,129901
39,1765707,5844,99,160348
38,1753694,6378,97,159883
54,1743378,8439,113,133127
44,1756573,6519,130,148777
30,1767310,5800,73,163474
25,1774585,5800,50,165375
65,1739145,8520,200,124747
15,1792649,5800,50,175913
35,1763085,5800,50,153813
59,1737680,8463,127,128361
65,1739853,9285,121,122228
31,1764184,5800,64,161542
31,1772866,5800,74,160669
38,1768392,5800,71,152253
81,1713389,11807,159,118470
83,1719518,10962,164,115696
29,1769106,5800,64,159834
30,1768999,5800,50,160993
52,1745175,6774,135,137648
37,1758108,5800,52,161328
51,1741621,7799,81,142668
38,1763478,5800,50,150156
71,1725084,11637,149,117393
30,1779403,5800,50,161239
15,1788598,5800,52,180294
33,1763772,5800,50,161052
75,1717098,11943,136,117876
45,1758371,5800,89,139177
58,1729435,7601,138,125166
53,1748988,7151,99,142765
68,1724505,9709,133,121499
43,1759886,6205,50,151493
71,1729908,9197,166,132286
40,1761670,5800,85,153948
41,1751881,6142,82,142992
66,1735804,8510,129,126653
54,1742438,9367,83,139055
40,1763053,6833,86,151810
102,1687585,14814,200,115696
43,1750570,6196,88,153288
54,1746851,9067,124,132842
34,1758671,5800,120,158315
39,1767575,5800,77,148976
36,1766071,6580,118,149203
15,1782954,5800,50,183368
36,1761912,6259,64,144765
88,1713402,12248,184,115696
35,1769400,5800,83,153742
42,1758776,5839,51,158041
29,1773223,5800,68,160286
31,1771567,5800,80,168142
46,1765628,7947,103,150710
54,1748757,8236,91,132933
74,1730809,11253,167,120527
67,1730525,8014,141,123492
68,1731903,9644,85,119738
73,1734632,10958,108,115696
64,1732486,9804,141,121800
54,1751356,8152,130,144601
37,1764003,5800,50,154524
15,1782363,5800,50,185133
15,1789195,5800,50,180337
75,1730659,10877,138,121421
73,1723983,11644,140,122068
44,1755298,6419,63,141253
54,1745800,7982,87,139211
34,1764003,6027,62,157508
31,1767430,5800,65,158255
48,1753850,6273,96,147210
48,1750144,6194,74,143159
21,1790827,5800,50,169756
39,1763479,5962,63,158705
55,1747770,8032,118,143558
71,1728364,10528,157,116264
50,1750476,7321,102,146807
58,1742491,9606,134,132630
74,1728363,11682,126,118909
60,1737541,7883,96,124849
15,1782110,5800,50,185738
53,1743080,6015,91,123430
64,1737534,11813,123,138923
77,1717600,10721,138,115696
37,1758009,5800,68,152703
61,1731509,10449,105,138353
15,1785782,5800,50,178665
64,1738937,8803,115,122192
31,1771847,5800,66,157129
42,1748511,6631,137,146539
63,1733240,10050,125,125377
38,1757982,5800,95,146725
36,1755119,6269,88,165261
17,1788254,5800,50,164631
52,1743162,8532,112,145251
82,1719512,12056,153,115696
51,1743047,7046,126,147210
51,1745476,5800,103,136591
57,1734412,8872,99,133409
61,1731052,10273,104,130030
47,1760560,7025,107,141974
41,1767903,7460,64,150799
18,1783888,5800,57,178558
47,1758680,7667,107,138820
62,1739541,10432,123,123866
48,1762136,5803,78,146748
39,1759358,7380,111,162163
62,1739581,9693,105,131390
41,1765486,6468,118,149476
59,1741440,8422,146,125518
27,1773772,5800,50,153799
68,1729018,9368,159,133464
53,1740369,7880,145,134958
22,1775721,5800,72,168209
29,1771803,5800,54,165669
89,1708226,12970,179,115696
52,1750056,8930,118,138984
52,1753179,7046,111,134029
58,1744248,6158,103,131209
48,1757266,6925,56,145235
40,1764109,5800,54,147653
42,1762314,5800,61,153021
65,1745255,9463,125,117611
40,1754848,6853,100,145896
78,1712328,11382,119,115696
23,1767480,5800,50,168528
39,1768242,5800,79,159144
61,1735529,7964,133,125339
27,1776978,5800,66,165107
52,1746433,7626,104,138740
84,1712663,10230,139,115696
42,1763038,6369,62,150759
33,1765818,5800,50,159411
42,1758309,5800,106,154635
99,1707115,14078,178,115696
67,1735593,8006,115,119868
53,1740707,6927,113,140671
15,1783456,5800,50,174894
56,1745119,8476,111,136148
66,1727476,10876,126,138804
26,1768233,5800,65,163101
57,1740535,8267,136,134016
63,1738943,7107,147,135562
57,1740704,8203,92,144643
54,1748059,8223,110,143193
69,1724547,11283,162,119629
60,1734300,10317,91,133836
71,1722879,9277,118,129635
40,1761782,5800,76,148219
29,1764809,5800,50,160103
86,1720736,13585,164,115696
38,1763615,5800,84,147287
19,1775257,5800,50,169987
55,1743937,9164,108,142426
63,1738389,9177,149,128578
24,1776839,5800,50,167185
59,1734093,9682,125,128796
73,1723207,11928,139,115696
82,1727420,13641,165,115696
56,1746697,7213,109,146224
43,1761716,5800,105,156659
81,1717389,15256,156,115696
38,1764120,5800,111,144667
24,1771169,5800,50,169211
35,1773235,5839,65,163761
26,1769465,5800,50,163313
33,1773292,6448,64,158221
26,1772454,5800,65,176752
23,1778843,5800,60,172401
44,1764993,7425,96,144104
70,1731430,10715,122,127776
87,1720826,12860,142,115696
45,1755580,5800,88,148581
19,1782356,5800,50,167749
65,1735692,10314,141,131457
67,1738724,9177,105,118204
83,1713951,12066,166,115696
65,1733600,8081,132,117510
92,1710909,14704,171,115696
58,1743767,8207,126,122561
50,1750175,6631,129,137629
39,1768543,6025,85,155521
51,1751124,6641,85,143252
27,1768637,5866,92,160525
32,1775059,5800,50,161303
35,1763032,6073,88,149056
30,1766112,5800,58,169625
53,1748502,7782,76,141794
45,1756204,5800,111,149169
32,1765729,5800,80,155981
55,1742601,7626,97,135141
44,1754503,7352,90,150751
23,1775913,5800,50,175277
63,1738578,8898,109,138665
74,1727991,12888,143,115696
78,1727000,13870,167,115696
53,1747874,8522,118,137761
33,1775439,5800,81,155945
45,1750684,6324,81,147693
71,1723824,11013,168,120016
68,1739531,10695,137,123544
44,1755485,7004,123,154779
49,1750048,7791,107,140512
18,1784584,5800,74,171925
53,1746269,8250,88,144346
62,1743307,7052,145,126863
42,1762774,6623,74,144112
42,1755442,5800,90,146962
67,1729313,10018,132,121588
26,1762299,5800,54,165206
46,1758645,6153,59,156547
37,1762474,5930,72,151691
64,1731118,9693,105,123438
55,1751385,10777,111,139953
52,1759764,7197,91,143774
56,1740218,7562,145,141557
49,1749133,5800,78,146860
17,1782185,5800,50,173505
40,1761539,5890,68,151555
55,1754837,7701,123,133293
38,1758143,6382,65,148054
76,1726173,12679,157,115696
38,1767159,5800,81,145332
56,1746926,9452,96,122975
31,1768926,5800,50,159607
62,1739155,10436,126,127609
56,1746394,9529,97,128280
33,1763691,5800,90,156431
52,1754294,8863,103,144925
77,1715455,12626,130,115696
38,1767647,5871,81,153551
60,1738425,8197,103,133339
63,1745545,10032,151,128115
15,1773138,5800,50,173087
44,1752482,7316,50,145028
59,1745714,8819,108,134539
30,1769855,6411,77,160752
30,1762395,5800,80,161400
69,1729789,8624,160,134037
32,1760604,5800,66,157861
60,1737135,8225,103,131245
54,1742791,8850,95,128375
52,1748067,8264,90,133700
41,1758899,7146,97,145683
54,1751796,7070,75,131242
47,1749572,6879,125,147709
34,1759510,5800,65,151599
27,1773554,5800,68,166069
45,1763670,7238,89,149298
56,1739786,9330,118,136617
69,1727259,10574,117,123269
61,1742224,7561,101,132336
26,1769902,5800,50,167421
22,1779915,5800,50,173813
42,1754113,7535,79,148659
22,1784013,5800,50,165530
39,1763979,7631,71,155493
15,1784125,5800,50,180404
50,1750065,7352,112,155458
67,1734299,10660,191,119958
56,1750503,8706,105,128547
21,1774114,5800,68,165680
40,1766233,5800,62,161239
49,1753409,6817,108,142943
33,1766211,5800,101,164944
71,1723043,10796,163,119908
36,1763484,5800,60,151330
58,1736328,8015,116,134829
19,1779847,5800,50,171711
47,1749991,8230,94,143869
83,1719987,12496,158,115696
15,1786851,5800,50,177068
28,1780426,5800,70,165073
102,1696990,14160,199,115696
43,1759024,5800,55,148168
35,1763426,5800,57,152966
81,1724025,10845,181,115696
29,1775894,5800,72,169300
33,1766583,5800,78,156644
31,1770579,6215,56,160104
26,1774063,5800,54,168703
69,1723312,8724,154,130649
37,1759600,5800,69,152514
33,1763589,5800,54,165349
50,1749166,8513,83,140496
77,1715421,9823,143,115696
47,1750492,6996,111,153978
45,1746722,7284,72,142802
79,1720614,11881,179,115696
75,1722799,10674,151,117543
63,1743259,8902,106,127464
33,1773005,5800,50,163945
15,1778253,5800,50,178898
33,1771446,6732,50,158909
59,1751016,7448,106,139227
67,1737475,11100,147,132503
22,1776411,5800,56,167766
15,1774803,5800,50,184370
50,1750144,7548,93,135069
52,1748638,6949,80,127608
21,1775461,5800,50,168836
15,1782971,5800,50,179556
35,1765235,5800,64,151017
57,1750467,9469,100,132032
17,1785875,5800,50,170357
28,1773513,5800,73,166545
78,1719525,11676,138,115696
68,1734178,12169,123,130074
46,1761682,7374,92,149077
20,1775997,5800,59,166313
22,1775328,5800,50,165931
88,1719441,13770,197,115696
46,1746833,8294,87,139790
51,1741116,8137,120,143410
77,1718049,11532,137,115696
58,1748408,9096,125,131152
37,1750316,5800,74,159223
24,1777224,5800,69,165250
42,1753329,6946,132,151591
38,1767589,5800,78,156221
49,1755511,8286,94,144814
54,1751787,9496,103,138574
65,1739284,9515,133,120159
40,1757506,5800,78,156375
20,1774990,5800,50,175656
15,1779555,5800,66,178842
64,1752050,10233,116,122792
23,1773150,5800,57,181854
59,1744507,8594,136,134196
42,1760685,5800,110,144634
67,1735372,9264,96,118269
51,1750847,5800,95,140564
48,1745789,7377,110,146090
46,1757371,6647,133,145995
67,1725324,8707,93,128347
35,1768874,5800,65,155306
26,1773536,5800,72,165169
51,1758093,7352,106,141820
49,1748196,7571,106,149616
70,1730289,9375,104,119243
31,1772854,5800,74,154508
15,1783527,5800,50,166311
31,1772908,5800,50,161538
45,1758250,7269,54,141362
59,1745098,7497,160,139084
59,1745502,10001,115,143021
30,1768392,5800,50,164620
37,1764839,7074,50,151493
51,1752052,7737,126,138412
76,1716892,12591,176,115696
43,1751285,6627,80,151506
53,1748720,8807,101,141374
61,1738438,9739,95,138166
28,1772497,5800,50,162688
60,1735450,8757,81,123831
74,1728462,11970,141,130824
34,1754788,6879,50,159510
47,1758892,5800,111,142647
39,1774077,5800,59,155192
67,1729690,9187,94,127136
71,1738195,10780,174,129587
80,1718789,12233,169,115696
43,1750258,5800,83,154761
15,1779020,5800,50,168199
51,1751945,7470,89,138797
43,1750023,6649,112,145665
62,1735359,8913,154,137168
72,1731038,10348,128,115696
56,1735187,9455,150,143475
37,1772780,6308,100,151936
33,1771267,5800,79,160477
15,1776597,5800,50,178776
42,1759785,7109,93,156732
74,1732008,12193,163,126295
61,1736943,8966,117,125251
19,1783054,5800,50,167582
40,1751626,5800,94,152963
75,1718878,11839,171,119743
84,1714205,11627,172,115696
26,1767597,5800,65,170581
36,1751600,5800,50,157110
66,1744878,10927,99,120884
59,1744949,9462,111,142437
76,1723010,10787,134,123072
51,1754978,6561,87,142988
42,1758115,5800,79,153223
37,1751378,6158,59,155600
37,1767824,5800,87,155817
41,1755723,5800,50,151207
41,1758134,6408,96,157144
67,1738295,10843,109,121779
54,1748221,9068,118,138895
23,1775120,5800,50,167022
45,1759422,7711,111,139912
77,1720930,10782,171,124794
22,1780478,5800,50,172212
66,1743031,10564,119,138956
60,1737934,8209,97,135927
42,1754260,6302,104,149144
20,1780781,5800,59,182656
53,1743773,9450,126,136947
72,1731113,10072,159,115696
37,1764718,5800,98,165097
69,1725909,10438,112,123457
72,1727520,11525,170,124994
35,1768473,5800,92,154264
69,1735523,10244,155,123070
60,1745742,10342,155,135105
53,1742019,7613,110,138800
71,1736653,11846,123,121732
60,1737606,7562,130,129369
58,1733513,9606,133,134547
59,1748805,8799,110,132346
63,1736347,9814,141,129018
46,1746220,7453,108,145418
42,1757898,6728,53,141590
23,1772576,5800,50,164838
82,1715165,12070,161,117270
41,1758002,7775,99,152178
45,1757500,7049,111,157159
40,1758248,5800,50,144062
38,1763903,6009,63,158422
26,1769882,5800,50,167440
43,1753155,5800,54,155281
54,1739786,7060,83,130342
53,1749352,7083,92,144767
19,1779202,5800,50,165891
46,1746915,9262,98,150894
41,1754702,6128,102,156830
76,1727611,11333,139,115696
83,1720471,11921,190,115696
54,1748708,7652,107,130751
47,1764257,8941,128,150370
41,1759297,6096,52,148580
25,1775133,5800,54,168262
73,1724616,12218,147,119508
74,1723786,10605,141,116134
27,1780835,5800,50,162846
60,1739879,9694,131,132418
18,1785660,5800,55,178064
19,1782041,5800,50,172036
23,1780277,5800,53,168726
24,1785941,5800,50,164486
50,1749788,7764,102,134341
55,1747833,7656,107,137548
43,1755514,6761,73,146348
37,1760442,5800,56,151574
78,1722078,10602,171,118650
64,1741440,9197,119,126600
39,1760649,5860,105,153379
76,1723509,11822,180,115696
49,1750829,7570,109,142699
60,1740678,7696,102,132698
27,1769841,5800,50,164558
63,1729621,9973,169,129093
41,1756194,5885,84,148723
59,1739584,9171,108,131195
43,1753157,6282,62,143824
51,1749413,7600,109,138154
46,1754464,7178,106,144697
71,1730593,9768,144,118926
67,1724547,9735,141,130329
21,1783490,5800,50,163398
17,1779614,5800,50,179106
48,1753579,8810,106,137794
29,1772069,5800,83,165615
64,1738818,10093,127,129936
64,1737463,10778,136,116960
59,1734594,8449,112,131948
37,1754640,5800,54,163091
35,1763845,5800,102,160112
94,1706498,10998,172,115696
53,1749098,7924,101,137069
48,1742251,5800,54,151666
71,1728055,11066,156,115696
48,1752860,6112,101,145804
90,1699064,13340,161,115696
28,1777314,5800,51,169558
80,1723208,11194,171,115696
47,1763489,8116,79,159224
68,1731707,11384,163,125163
20,1773773,5800,50,165447
42,1758658,7708,69,152677
54,1749042,8730,92,130118
44,1760922,6133,76,141499
58,1742576,8872,126,131095
23,1781393,5800,50,166439
34,1766770,5800,53,154782
61,1740118,7307,84,134454
79,1718586,12101,142,115696
57,1739587,7752,100,125393
63,1737205,7673,117,132877
19,1782150,5800,50,177718
63,1742425,9920,101,130993
25,1772197,5800,87,172906
95,1708130,13736,182,115696
57,1748991,9592,126,136221
54,1749824,7627,94,138406
31,1765634,5800,66,148850
24,1772618,5800,50,168448
35,1759699,5800,92,155108
102,1694495,14569,174,115696
22,1781777,5800,50,174334
32,1771524,7139,50,165628
62,1742949,10058,100,132058
37,1770210,6071,78,155479
47,1755368,6353,63,137447
26,1784137,5800,65,169481
38,1763244,5800,62,147847
46,1752348,6818,94,144696
49,1750486,8635,100,142307
55,1734617,9239,65,134460
45,1756233,7876,83,146740
26,1765589,5800,92,170938
15,1784033,5800,50,172651
51,1750096,6949,135,143310
57,1751839,5929,125,140988
59,1736072,8219,101,133115
44,1761027,6903,90,148158
58,1744215,7908,117,126709
40,1760655,5800,57,153325
62,1739622,10344,142,128774
44,1752534,6034,112,152204
26,1782039,5800,72,178154
89,1713205,12706,170,115696
65,1729766,10450,162,129875
